keyword,score,freq,combined_score
mvp,0.9051,1,0.6273675131248065
kinggggggghg,0.9017,1,0.6250108127109026
gim,0.9008,1,0.6243869802483988
blesing,0.8999,1,0.6237631477858948
ampasssssssss,0.8991,1,0.6232086300414468
jib,0.8982,1,0.6225847975789428
nguras,0.8955,1,0.620713300191431
akwkakakakka,0.8954,1,0.620643985473375
pilihkasih,0.8932,1,0.6191190616761432
smngt,0.8929,1,0.6189111175219751
parahmakasih,0.8928,1,0.6188418028039192
jantung,0.8927,1,0.6187724880858632
populer,0.8912,1,0.6177327673150232
beast,0.8912,1,0.6177327673150232
buggk,0.8911,1,0.6176634525969672
smart,0.8896,1,0.6166237318261273
chessgogo,0.8895,1,0.6165544171080714
perfecto,0.8877,1,0.6153067521830634
kuuu,0.8874,1,0.6150988080288954
lainkreatif,0.8868,1,0.6146829197205596
ajib,0.8868,1,0.6146829197205596
crstal,0.8867,1,0.6146136050025035
bruizer,0.8864,1,0.6144056608483355
judol,0.8864,1,0.6144056608483355
yaseru,0.886,1,0.6141284019761115
berterimakasih,0.886,1,0.6141284019761115
bagusseru,0.8859,1,0.6140590872580556
yujhong,0.8852,1,0.6135738842316636
kua,0.8849,1,0.6133659400774956
hahahh,0.8848,1,0.6132966253594396
tingkatin,0.8829,1,0.6119796457163758
token,0.8829,1,0.6119796457163758
pagala,0.8827,1,0.6118410162802638
cokkkk,0.8818,1,0.6112171838177598
rambut,0.8813,1,0.6108706102274798
kanjut,0.8809,1,0.6105933513552558
kuclok,0.8805,1,0.6103160924830318
ngotaktrus,0.8803,1,0.6101774630469198
langsungsekarang,0.8802,1,0.6101081483288638
vamos,0.8797,1,0.609761574738584
aduh,0.8789,1,0.6092070569941359
papan,0.8771,1,0.607959392069128
haramsinergi,0.877,1,0.607890077351072
realistis,0.877,1,0.607890077351072
jossssss,0.8764,1,0.607474189042736
defeat,0.8756,1,0.6069196712982882
blackist,0.8748,1,0.6063651535538401
mllb,0.8747,1,0.6062958388357842
kaguraaaa,0.8746,1,0.6062265241177281
publish,0.8737,1,0.6056026916552242
lilia,0.8737,1,0.6056026916552242
nyasangat,0.8736,1,0.6055333769371682
mililikan,0.8734,1,0.6053947475010562
miyawanwan,0.8732,1,0.6052561180649442
kreatif,0.8731,1,0.6051868033468882
abad,0.8724,1,0.6047016003204962
refresh,0.8723,1,0.6046322856024402
asyikkk,0.871,1,0.6037311942677124
seba,0.8702,1,0.6031766765232643
kaseh,0.87,1,0.6030380470871524
cacaddd,0.8696,1,0.6027607882149284
kerenenak,0.8691,1,0.6024142146246484
